corpus,chunk1,chunk2
azoknál,azok,nál
gondos,gon,dos
gondos,gond,os
rejtettem,rejt,ettem
rejtettem,rejtett,em
olajos,olaj,os
klónok,klón,ok
szenteltessék,szentelt,essék
szólhat,szól,hat
scottie,scott,ie
lapra,lap,ra
osztott,oszt,ott
jóvátenni,jóvá,tenni
tárgyalásokat,tárgyalások,at
napnál,nap,nál
vesztettük,vesz,tettük
hajtóművet,hajtómű,vet
készítsenek,készítse,nek
pulton,pult,on
szerezhetünk,szerez,hetünk
északnyugati,észak,nyugati
jojo,jo,jo
ügyvédei,ügyvéd,ei
mihaszna,mi,haszna
lágyan,lágy,an
veszíthetem,veszít,hetem
veszíthetem,veszíthet,em
rowan,ro,wan
unokámat,unokám,at
egymagad,egy,magad
ástam,ás,tam
emberével,emberé,vel
magunkhoz,magunk,hoz
váll,vá,ll
címlapra,cím,lapra
címlapra,címlap,ra
nuku,nu,ku
utolérni,utol,érni
utolérni,utolér,ni
játékhoz,játék,hoz
hullámot,hullám,ot
gyűlölök,gyűlöl,ök
atombombát,atom,bombát
exed,ex,ed
napotok,napot,ok
gyűrűvel,gyűrű,vel
wonder,won,der
tanulságos,tanulság,os
repülőjegyet,repülő,jegyet
repülőjegyet,repülőjegy,et
agyvérzést,agy,vérzést
türelmesen,türelme,sen
türelmesen,türelmes,en
moreno,mo,reno
moreno,more,no
ijesztettél,ijeszt,ettél
ijesztettél,ijesztett,él
támogatására,támogatás,ára
tagadod,tag,adod
seok,se,ok
fizetésed,fizetés,ed
magafajta,maga,fajta
patel,pa,tel
életedről,életed,ről
natalia,na,talia
húznak,húz,nak
menetre,me,netre
menetre,menet,re
ezidáig,ez,idáig
útjai,út,jai
fafej,fa,fej
adatott,adat,ott
műholdat,mű,holdat
műholdat,műhold,at
folytatás,folytat,ás
kései,kés,ei
mellékesen,mellékes,en
kérést,ké,rést
államból,állam,ból
shiroe,shi,roe
parancsolni,parancsol,ni
járaton,járat,on
részedről,részed,ről
horogra,horog,ra
költ,kö,lt
merjen,mer,jen
merjen,merj,en
fogalmát,fog,almát
sayid,say,id
vágások,vág,ások
vágások,vágás,ok
telet,tel,et
vásárra,vásár,ra
jelölték,jel,ölték
alkalmazottat,alkalmazott,at
győződjön,győződj,ön
haruka,haru,ka
voitam,voit,am
pajzsokat,pajzsok,at
veszítettünk,veszít,ettünk
turmixot,turmix,ot
tervünket,tervünk,et
kabátodat,kabátod,at
tízéves,tíz,éves
csöveket,csövek,et
millióval,millió,val
édesanyáddal,édes,anyáddal
édesanyáddal,édesanyád,dal
kettőtöknek,kettőtök,nek
részletre,részlet,re
faszok,fasz,ok
bűnözőnek,bűnöző,nek
őrszem,őr,szem
pontig,pont,ig
áááá,áá,áá
milliméteres,milli,méteres
milliméteres,milliméter,es
fogadtunk,fog,adtunk
vicceljen,viccel,jen
vicceljen,viccelj,en
élvezetet,élvez,etet
élvezetet,élvezet,et
futam,fu,tam
futam,fut,am
texasba,texas,ba
embereknél,emberek,nél
unokád,uno,kád
szülinapos,szülinap,os
vajas,vaj,as
címen,cím,en
marcia,mar,cia
augustus,august,us
fázisban,fázis,ban
főorvos,fő,orvos
csúcsán,csúcs,án
haladtok,hal,adtok
haladtok,halad,tok
haladtok,haladt,ok
időpazarlás,idő,pazarlás
kétmillió,két,millió
laden,la,den
rubin,ru,bin
sietős,siet,ős
mosás,mos,ás
sound,so,und
vádakkal,vádak,kal
barátunknak,barátunk,nak
életedért,életed,ért
szárazföld,száraz,föld
észrevettük,észre,vettük
vonulni,vonul,ni
galambok,galamb,ok
kato,ka,to
rani,ra,ni
kérnél,kér,nél
tanácsban,tanács,ban
saga,sa,ga
szarom,szar,om
erőszaknak,erőszak,nak
pillanatnak,pillanat,nak
jogai,jo,gai
jogai,jog,ai
épülni,ép,ülni
épülni,épül,ni
bánthat,bánt,hat
ítélte,ítél,te
vezetned,vezet,ned
vasember,vas,ember
lyukon,lyuk,on
lábaidat,lábaid,at
anyukámnak,anyukám,nak
larson,lars,on
robbantó,robban,tó
meséket,mesék,et
millióan,millió,an
literes,liter,es
világhoz,világ,hoz
joghurtot,joghurt,ot
véresen,vére,sen
véresen,véres,en
istálló,ist,álló
anyádhoz,anyád,hoz
komolyak,komoly,ak
ütötted,ütött,ed
einézést,ei,nézést
csalja,csal,ja
hétfőre,hét,főre
hétfőre,hétfő,re
ígéreted,ígéret,ed
harvardon,harvard,on
valszeg,val,szeg
kellően,kellő,en
riportot,riport,ot
kormánytól,kormány,tól
farmerek,far,merek
farmerek,farm,erek
rendszámát,rend,számát
woman,wo,man
feketéket,feketék,et
szabadságért,szabadság,ért
győzte,győz,te
mobilodat,mobilod,at
rohanás,rohan,ás
szerelmedet,szerelmed,et
myra,my,ra
dona,do,na
fújj,fú,jj
családomhoz,családom,hoz
ilyenről,ilyen,ről
vinné,vin,né
hóvihar,hó,vihar
esküdteknek,esküdtek,nek
nyolcat,nyolc,at
ball,ba,ll
tényen,tény,en
hibásak,hibás,ak
magánéletem,magán,életem
magánéletem,magánélet,em
titkárnőm,titkár,nőm
merte,mer,te
raboltam,rabol,tam
raboltam,rabolt,am
tönkretettél,tönkre,tettél
tönkretettél,tönkretett,él
egyirányú,egy,irányú
lénynek,lény,nek
önmagának,ön,magának
dalnak,dal,nak
égette,ég,ette
égette,éget,te
lakója,lakó,ja
adhatnál,adhat,nál
merted,mer,ted
merted,mert,ed
pólóban,póló,ban
dugtál,dug,tál
masszőr,mas,szőr
használna,használ,na
csoportvezető,csoport,vezető
mozgásba,mozgás,ba
lövedéket,lövedék,et
alakkal,alak,kal
székhez,szék,hez
parkból,park,ból
sulu,su,lu
vállamon,válla,mon
vállamon,vállam,on
bált,bá,lt
kezelő,keze,lő
könyvről,könyv,ről
washingtonból,washington,ból
üvegeket,üvegek,et
gyermekeit,gyermeke,it
vitamin,vita,min
várniuk,várni,uk
enyémen,enyém,en
mosta,mos,ta
vakációra,vakáció,ra
illően,illő,en
mormon,mor,mon
alagútba,alagút,ba
homokban,homok,ban
unalmasnak,unalmas,nak
tisztábban,tisztább,an
bulikat,buli,kat
bulikat,bulik,at
herrmann,herr,mann
jegyzeteket,jegyzetek,et
borított,borít,ott
szerszámokat,szer,számokat
szerszámokat,szerszámok,at
jégre,jég,re
fogorvoshoz,fog,orvoshoz
fogorvoshoz,fogorvos,hoz
hatalmasak,hatalmas,ak
silány,si,lány
nővérével,nő,vérével
végrendeletet,vég,rendeletet
végrendeletet,végrendelet,et
kaphatja,kaphat,ja
tabu,ta,bu
mellkasom,mellkas,om
sono,so,no
villamos,villa,mos
másodperces,másod,perces
másodperces,másodperc,es
otthonunkat,otthonunk,at
omlettet,omlett,et
érned,ér,ned
láva,lá,va
véleményedet,véleményed,et
gyárba,gyár,ba
nézhetek,néz,hetek
hivataltól,hivatal,tól
fizetős,fizet,ős
fagylaltot,fagylalt,ot
bármennyi,bár,mennyi
kanna,kan,na
azonosítottam,azonosított,am
eredményre,eredmény,re
ugrálni,ugrál,ni
alakban,alak,ban
árja,ár,ja
tanítson,tanít,son
tanítson,taníts,on
nőknél,nők,nél
városokat,városok,at
fejsérülés,fej,sérülés
számítógépe,számító,gépe
félvér,fél,vér
örömtől,öröm,től
rendszereket,rend,szereket
rendszereket,rendszere,ket
rendszereket,rendszerek,et
jeanie,jean,ie
gyerekeidet,gyerekeid,et
halálakor,halála,kor
életmód,élet,mód
johan,jo,han
kölykökkel,kölykök,kel
neeem,nee,em
egymáson,egy,máson
egymáson,egymás,on
öltés,ölt,és
szeressenek,szer,essenek
szeressenek,szeresse,nek
mentőre,ment,őre
mentőre,mentő,re
chiana,chi,ana
francból,franc,ból
karok,kar,ok
four,fo,ur
őrültem,őr,ültem
őrültem,őrült,em
ütök,üt,ök
nyerhetek,nyer,hetek
ügyvédeket,ügyvédek,et
pénztárcám,pénz,tárcám
innál,in,nál
törökök,török,ök
hawkes,hawk,es
tűzhely,tűz,hely
indítottak,indított,ak
járőrt,jár,őrt
gyanúja,gyanú,ja
íróasztal,író,asztal
májusban,május,ban
narancslé,narancs,lé
egyesület,egyesül,et
szakadékba,szakadék,ba
vezérli,vezér,li
anyukámmal,anyukám,mal
részvétemet,részvétem,et
fontosabbak,fontosabb,ak
azokba,azok,ba
találniuk,találni,uk
mellékhatások,mellékhatás,ok
orange,or,ange
kocsidban,kocsid,ban
hasznomra,hasznom,ra
húztál,húz,tál
sóhajt,só,hajt
hatékonyan,hatékony,an
csókkal,csók,kal
szorítsa,szorít,sa
malacot,malac,ot
telepen,tele,pen
telepen,telep,en
csalással,csalás,sal
jegyesek,jegy,esek
címke,cím,ke
lamar,la,mar
into,in,to
biciklivel,bicikli,vel
területről,terület,ről
fogjad,fogj,ad
címkét,cím,két
sietned,siet,ned
emlékeimet,emlékei,met
emlékeimet,emlékeim,et
havas,ha,vas
orvosszakértő,orvos,szakértő
furák,fu,rák
lábú,lá,bú
hogan,hog,an
kutatásokat,kutatások,at
falai,fal,ai
szórakoztatóbb,szórakoztató,bb
édesanyjával,édes,anyjával
nővérke,nővér,ke
nyújtok,nyújt,ok
hivatalból,hivatal,ból
szükségesnek,szükség,esnek
szükségesnek,szükséges,nek
vacsira,vacsi,ra
fájdalommentes,fájdalom,mentes
kaplan,kap,lan
ugyanebben,ugyan,ebben
fájhat,fáj,hat
tűri,tű,ri
halhatott,hal,hatott
halhatott,halhat,ott
melyikre,melyik,re
szavakba,szavak,ba
égjen,ég,jen
égjen,égj,en
szállítja,szállít,ja
mesélnek,mesél,nek
családomra,családom,ra
hányas,hány,as
nyakára,nyak,ára
ösztöneim,ösztöne,im
kórházak,kór,házak
kórházak,kórház,ak
strandra,strand,ra
hagynátok,hagyná,tok
férfiakra,férfiak,ra
ajánlja,ajánl,ja
kalapban,kalap,ban
shinji,shin,ji
hűvösre,hűvös,re
fővel,fő,vel
kombinációja,kombináció,ja
napjait,napja,it
ragadtak,ragad,tak
ragadtak,ragadt,ak
magasabban,magas,abban
magasabban,magasabb,an
hare,ha,re
álláspontja,állás,pontja
harchoz,harc,hoz
házimunkát,házi,munkát
golyóidat,golyóid,at
ajtóval,ajtó,val
lábadra,lábad,ra
húzzanak,húzza,nak
yoda,yo,da
éjfélre,éj,félre
éjfélre,éjfél,re
térdeljen,térdelj,en
egyikőtöknek,egyikőtök,nek
evvel,ev,vel
dőljön,dől,jön
dőljön,dőlj,ön
juhé,ju,hé
kőből,kő,ből
báli,bá,li
bolton,bolt,on
fénypontja,fény,pontja
említettél,említ,ettél
említettél,említett,él
nagyival,nagyi,val
cuccaid,cucca,id
mosok,mo,sok
mosok,mos,ok
egyiken,egyik,en
választásokat,választások,at
otthonuk,otthon,uk
kezemen,keze,men
kezemen,kezem,en
száműzött,szám,űzött
országon,ország,on
főnökömnek,főnököm,nek
tudatalatti,tudat,alatti
hotelszobában,hotel,szobában
vérdíj,vér,díj
pókot,pók,ot
társadalomnak,társadalom,nak
irányításom,irányítás,om
színed,szín,ed
sebeit,sebe,it
látogatja,látogat,ja
társammal,társam,mal
hallgatás,hallgat,ás
változtatok,változtat,ok
futottak,futott,ak
rainer,rain,er
szérumot,szérum,ot
nyilvántartásba,nyilvántartás,ba
többiektől,többiek,től
lakosok,lakos,ok
háromezer,három,ezer
étlapot,étlap,ot
diáktanács,diák,tanács
álmomat,álmom,at
szerveit,szerve,it
rendezem,rendez,em
rajtakapott,rajta,kapott
hírei,hír,ei
párbajra,párbaj,ra
csomaggal,csomag,gal
kamerákkal,kamerák,kal
hagyhattad,hagyhat,tad
jana,ja,na
doktorok,dok,torok
doktorok,doktor,ok
gyilkolta,gyilkol,ta
találatot,találat,ot
említették,említ,ették
ruhákban,ruhák,ban
fürdőkádban,fürdő,kádban
fürdőkádban,fürdőkád,ban
veszíthetek,veszít,hetek
államokat,államok,at
stílusos,stílus,os
emberért,ember,ért
emberért,emberé,rt
otthonos,otthon,os
szalagon,szalag,on
készenlét,készen,lét
óvatosabban,óvatos,abban
óvatosabban,óvatosabb,an
kupi,ku,pi
álláspontját,állás,pontját
hozzámész,hozzá,mész
hozzámész,hozzám,ész
henryvel,henry,vel
ránéz,rá,néz
kutatok,kutat,ok
gyilkolnak,gyilkol,nak
emelnek,emel,nek
artúr,art,úr
mulatni,mulat,ni
műhelyben,mű,helyben
fegyverszünet,fegyver,szünet
zsinórban,zsinór,ban
élje,él,je
rendesek,rend,esek
törje,tör,je
gyógyszerre,gyógyszer,re
hallgassak,hallgass,ak
starling,star,ling
random,ran,dom
random,rand,om
jelölve,jelöl,ve
eredményeként,eredménye,ként
scottot,scott,ot
földtől,föld,től
utánanézünk,utána,nézünk
hidegháború,hideg,háború
tűzoltókat,tűzoltó,kat
tűzoltókat,tűzoltók,at
csomagja,csomag,ja
életjelei,élet,jelei
főügyész,fő,ügyész
őrmesternek,őr,mesternek
őrmesternek,őrmester,nek
ugrásra,ugrás,ra
mindezen,mind,ezen
mindezen,mindez,en
írásba,írás,ba
neem,ne,em
szempont,szem,pont
önmagával,ön,magával
ámbár,ám,bár
terepjáró,terep,járó
sorozatos,sorozat,os
táncosnő,táncos,nő
akadályoz,akadály,oz
módszereket,mód,szereket
módszereket,módszere,ket
módszereket,módszerek,et
anakin,an,akin
ponthoz,pont,hoz
moira,mo,ira
moira,moi,ra
évforduló,év,forduló
rosseb,ross,eb
pakisztánban,pakisztán,ban
sugároz,sugár,oz
áldásom,áldás,om
követelnek,köve,telnek
követelnek,követel,nek
vérkép,vér,kép
csaltak,csal,tak
csaltak,csalt,ak
hátamra,hátam,ra
gondolkozzak,gondolkozz,ak
hazugok,hazug,ok
gyűlölettel,gyűlölet,tel
alkotmányos,alkotmány,os
könyvtárat,könyv,tárat
könyvtárat,könyvtár,at
polgármesterrel,polgár,mesterrel
augusztusban,augusztus,ban
citromot,citrom,ot
minderre,mind,erre
januárban,január,ban
mustár,must,ár
harcias,harci,as
másodikon,második,on
hússal,hús,sal
rájöjjünk,rá,jöjjünk
folytonos,folyton,os
okoska,okos,ka
dolcsiba,dolcsi,ba
állapotos,állapot,os
találnál,talál,nál
ultrahangot,ultra,hangot
ultrahangot,ultrahang,ot
janis,jan,is
szervezetek,szer,vezetek
akkorát,ak,korát
ugrottál,ugrott,ál
űzni,űz,ni
fiatalkori,fiatal,kori
telefonáltál,telefonál,tál
telefonáltál,telefonált,ál
egésztől,egész,től
programok,program,ok
terveztél,tervez,tél
posztra,poszt,ra
földig,föld,ig
idézés,idéz,és
dögöt,dög,öt
különlegesen,különleges,en
kevesebbért,kevesebb,ért
kölcsönkérhetem,kölcsön,kérhetem
személyről,személy,ről
veszítse,veszít,se
projekten,projekt,en
karton,kar,ton
karton,kart,on
gombokat,gombok,at
szövegem,szöveg,em
módszerei,módszer,ei
szádon,szád,on
tanácsodat,tanácsod,at
fényképen,fény,képen
fényképen,fénykép,en
szerzed,szer,zed
veszíthetünk,veszít,hetünk
tekintettem,tekint,ettem
tekintettem,tekintett,em
hagytok,hagy,tok
husi,hu,si
magabiztosnak,maga,biztosnak
magabiztosnak,magabiztos,nak
járművek,jár,művek
ajándékkal,ajándék,kal
írott,ír,ott
mardi,mar,di
jegyed,jegy,ed
győzelemért,győzelem,ért
kapcsoljon,kapcsol,jon
kapcsoljon,kapcsolj,on
hasonlóképpen,hasonló,képpen
hasonlóképpen,hasonlók,éppen
hasonlóképpen,hasonlóképp,en
kössön,köss,ön
bármin,bár,min
helyettest,helyet,test
helyettest,helyett,est
helyettest,helyette,st
maradhattok,maradhat,tok
tanulásra,tanulás,ra
kockázattal,kockázat,tal
bánásmódot,bánásmód,ot
indítékot,indíték,ot
húrt,hú,rt
fizessenek,fizesse,nek
rendetlenséget,rendetlenség,et
franciaországból,francia,országból
franciaországból,franciaország,ból
szárnyban,szárny,ban
várhatóan,várható,an
nőnél,nő,nél
nőnél,nőn,él
ügynökségnél,ügynökség,nél
fingom,fing,om
mindkettejüknek,mindkettejük,nek
tintahal,tinta,hal
ígéretemet,ígérete,met
ígéretemet,ígéretem,et
közúti,köz,úti
szabályokkal,szabály,okkal
szabályokkal,szabályok,kal
édesen,édes,en
vonatok,vonat,ok
sonja,son,ja
kopogtam,kopog,tam
milady,mi,lady
öngyilkosságra,ön,gyilkosságra
öngyilkosságra,öngyilkosság,ra
sértődj,sértő,dj
áldozaton,áldozat,on
korlát,kor,lát
marsra,mars,ra
szörnyűséges,szörnyűség,es
dalai,dal,ai
hasznosak,hasznos,ak
menekültél,menekül,tél
menekültél,menekült,él
halászni,halász,ni
ébredés,ébred,és
sajtótájékoztató,sajtó,tájékoztató
helyért,hely,ért
nadrágja,nadrág,ja
tartogatom,tartogat,om
hordoz,hord,oz
fordítottam,fordított,am
szellemmel,szellem,mel
idézte,idéz,te
tapasztalattal,tapasztalat,tal
banknak,bank,nak
nyerted,nyer,ted
nyerted,nyert,ed
kölcsönösen,kölcsönös,en
igazságtól,igazság,tól
szánalmasan,szánalmas,an
seperc,se,perc
jézusnak,jézus,nak
szárnyra,szárny,ra
fiatalabbnak,fiatalabb,nak
ingerült,inger,ült
fess,fe,ss
védelmezni,védelmez,ni
idősen,idő,sen
idősen,idős,en
éjjelre,éj,jelre
éjjelre,éjjel,re
ásott,ás,ott
szomszédból,szomszéd,ból
diktálja,diktál,ja
flörtölt,flört,ölt
büszkeséged,büszkeség,ed
álarc,ál,arc
madárijesztő,madár,ijesztő
nadrágomat,nadrágom,at
zavarjanak,zavarja,nak
julianne,julian,ne
oltárhoz,oltár,hoz
intézted,intéz,ted
magatartás,maga,tartás
vágyak,vágy,ak
sebészt,seb,észt
sehonnan,se,honnan
barclay,bar,clay
date,da,te
percnyire,percnyi,re
kapjam,kap,jam
kapjam,kapj,am
chaos,cha,os
mutatnia,mutat,nia
érzékem,érzék,em
zavartam,zavar,tam
zavartam,zavart,am
gondtalan,gond,talan
zoom,zo,om
nehézkes,nehéz,kes
önvédelmi,ön,védelmi
raktárt,rak,tárt
félresikerült,félre,sikerült
annette,ann,ette
adtatok,adta,tok
templomnál,templom,nál
árvaház,árva,ház
ésszerűen,ésszerű,en
hegyeken,hegye,ken
hegyeken,hegyek,en
esteban,este,ban
tehetné,tehet,né
orleansban,orleans,ban
ünnepelt,ünnepe,lt
nővéreim,nővére,im
valamelyiket,val,amelyiket
valamelyiket,vala,melyiket
valamelyiket,valamelyik,et
edzettem,edz,ettem
edzettem,edzett,em
mentorom,mentor,om
érzékeli,érzéke,li
folyékonyan,folyékony,an
nehézsúlyú,nehéz,súlyú
heller,hell,er
robbanásban,robbanás,ban
vizsgálaton,vizsgálat,on
golyóimat,golyóim,at
faszfejek,fasz,fejek
lányomra,lá,nyomra
lányomra,lányom,ra
kanan,kan,an
sanjay,san,jay
szívén,szív,én
gyerekedet,gyereked,et
olajra,olaj,ra
rágógumi,rágó,gumi
itthagyni,itt,hagyni
bajor,baj,or
diákoknak,diákok,nak
műsorvezető,műsor,vezető
osan,os,an
adósa,adó,sa
fizessem,fizess,em
korántsem,koránt,sem
szabadságom,szabadság,om
oltárnál,oltár,nál
zsoldosok,zsoldos,ok
korházba,kor,házba
utasítottam,utasított,am
kezeljem,kezel,jem
kezeljem,kezelj,em
közölték,köz,ölték
császárnak,császár,nak
maraton,mara,ton
szültem,szült,em
nickkel,nick,kel
jimbo,jim,bo
alkalmaznak,alkalmaz,nak
fegyveremet,fegyvere,met
fegyveremet,fegyverem,et
eseményen,esemény,en
bankárok,ban,károk
bankárok,bank,árok
bankárok,bankár,ok
tárat,tár,at
ügyei,ügy,ei
délnyugati,dél,nyugati
házatok,háza,tok
házatok,házat,ok
kuma,ku,ma
menedzserem,menedzser,em
ijesztőbb,ijesztő,bb
észleltem,észlelt,em
gondokat,gondok,at
anyátokat,anyátok,at
házasságuk,házasság,uk
marisa,mar,isa
marisa,mari,sa
játszania,játsza,nia
tollam,toll,am
önmagamat,ön,magamat
önmagamat,önmagam,at
férfiakról,férfiak,ról
barátomra,barátom,ra
america,am,erica
manchester,man,chester
olvassam,olvas,sam
olvassam,olvass,am
vérvizsgálat,vér,vizsgálat
istenfélő,isten,félő
kézzelfogható,kézzel,fogható
világunkat,világunk,at
pipi,pi,pi
gitáros,gitár,os
szórólapot,szórólap,ot
karmai,kar,mai
patsy,pat,sy
dixie,dix,ie
csajoknak,csajok,nak
tudomásomra,tudomásom,ra
júliusban,július,ban
igaziból,igazi,ból
próbálnia,próbál,nia
drogosok,drogos,ok
végezted,végez,ted
tanácsadás,tanács,adás
ügynökei,ügynök,ei
álnéven,ál,néven
álnéven,álnév,en
nicknek,nick,nek
tudással,tudás,sal
agyhalott,agy,halott
férfitól,férfi,tól
szeretőt,szeret,őt
házasságunkat,házasságunk,at
szomszédba,szomszéd,ba
jogosítványa,jogosít,ványa
motoron,motor,on
mindkettőnek,mind,kettőnek
mindkettőnek,mindkettő,nek
szülte,szül,te
jogaim,joga,im
napszemüveget,nap,szemüveget
napszemüveget,napszemüveg,et
goldie,gold,ie
külügyminisztérium,külügy,minisztérium
passzolok,passzol,ok
szavazatok,szavazat,ok
csinálhatja,csinálhat,ja
úrnője,úr,nője
úrnője,úrnő,je
bérgyilkosok,bér,gyilkosok
bérgyilkosok,bérgyilkos,ok
lábtörést,láb,törést
szórakoztatni,szórakoztat,ni
dugod,du,god
lányukat,lányuk,at
rembrandt,rem,brandt
fahéjas,fahéj,as
házasságon,házasság,on
szedtél,szed,tél
módszerekkel,módszerek,kel
hazamehetsz,haza,mehetsz
gondoskodjak,gondoskodj,ak
könyveit,könyve,it
vietnamban,vietnam,ban
malacka,malac,ka
újév,új,év
detroitban,detroit,ban
önön,ön,ön
vérmintát,vér,mintát
really,re,ally
főparancsnok,fő,parancsnok
warrick,war,rick
szellemnek,szellem,nek
kényszerítve,kényszerít,ve
nyomoztam,nyomoz,tam
mindazért,mind,azért
mindazért,mindaz,ért
helyzetre,helyzet,re
nevedre,neve,dre
nevedre,neved,re
barlangot,barlang,ot
emlékezetem,emlékezet,em
kórusban,kórus,ban
műhely,mű,hely
polo,po,lo
gondomat,gondom,at
könyörtelenül,könyörtelen,ül
filmhez,film,hez
kezdhetem,kezd,hetem
kezdhetem,kezdhet,em
seggarc,segg,arc
sebesültek,sebes,ültek
könyvre,könyv,re
fejes,fej,es
katolikusok,katolikus,ok
önbizalom,ön,bizalom
ügyvédhez,ügyvéd,hez
érkezem,ér,kezem
nevekkel,nevek,kel
hallás,hall,ás
okai,ok,ai
vadember,vad,ember
dallasban,dallas,ban
öngyilkosok,ön,gyilkosok
öngyilkosok,öngyilkos,ok
férfiről,férfi,ről
jogtalan,jog,talan
larkin,lark,in
namost,na,most
változtasson,változtass,on
irodádba,irodád,ba
híradóban,híradó,ban
vehetnek,vehet,nek
némely,né,mely
anata,ana,ta
cselekedjen,cselekedj,en
réges,rég,es
többihez,többi,hez
tervemet,terve,met
tervemet,tervem,et
partikat,parti,kat
partikat,partik,at
életképes,élet,képes
sértésért,sértés,ért
magunktól,magunk,tól
bajnokságon,bajnokság,on
maradniuk,mar,adniuk
maradniuk,maradni,uk
utadat,utad,at
szavaztak,szavaz,tak
programnak,program,nak
